station_id,station_name,state,latitude,longitude,operator_id,last_verified,charger_count
460625,Tesla Supercharger Taree,NEW SOUTH WALES,-31.90775175578876,152.46206814642426,3534,2025-09-01T05:09:00Z,1
460617,Kew Tesla Supercharger,NEW SOUTH WALES,-31.63433387636207,152.7251587763015,3534,2025-09-01T05:09:00Z,1
460615,Tesla Supercharger Armidale,NEW SOUTH WALES,-30.51342702073365,151.66370928733022,3534,2025-09-01T05:09:00Z,1
460608,Evie Bruthen,VICTORIA,-37.70832751627004,147.83442755187457,3398,2025-09-01T05:09:00Z,2
460474,Georges Place,NEW SOUTH WALES,-34.41859867256016,150.90226317639872,3627,2025-08-25T07:52:00Z,1
460473,EVX Austinmer,NEW SOUTH WALES,-34.30096753205442,150.93993271999892,3627,2025-08-25T07:52:00Z,1
460472,Railway Parade Thirroul,NEW SOUTH WALES,-34.3177075435834,150.91844342618032,3627,2025-08-25T07:52:00Z,1
460406,Yanchep Station,WESTERN AUSTRALIA,-31.531513065394773,115.64576693855976,3716,2025-08-16T13:49:00Z,10
460405,Egliton Station,WESTERN AUSTRALIA,-31.58244937544582,115.6710031952469,3716,2025-08-16T15:41:00Z,10
460388,Bridport Visitor Information Centre,TASMANIA,-41.00362304292772,147.39490555873044,3339,2025-08-25T07:53:00Z,1
460387,Chargefox - Electric Highway Tasmania ,TASMANIA,-41.29976674576168,146.95180996460158,3339,2025-08-25T07:53:00Z,2
460385,Fremantle Village Private Wall Charger,WESTERN AUSTRALIA,-32.08053323173767,115.7607985219131,3339,2025-08-15T05:10:00Z,1
460280,New Italy Tesla SuperCharger,NEW SOUTH WALES,-29.153543930988555,153.29699805885593,3534,2025-08-25T07:52:00Z,1
460274,Fremantle Village,WESTERN AUSTRALIA,-32.08049146557816,115.7609355721654,3716,2025-08-15T05:01:00Z,2
460268,Edgewater Mini Mall,WESTERN AUSTRALIA,-31.77279103960022,115.78903506332732,3339,2025-08-09T08:44:00Z,1
460267,Warrick Grove Mall,WESTERN AUSTRALIA,-31.844519570688263,115.81063291060804,3339,2025-08-09T08:31:00Z,2
